wall_time_unix_sec,elapsed_sec,ros_time_sec,event,logger_queue_overflow,control_dt_sec,target_position_x,target_position_y,target_position_z,current_position_x,current_position_y,current_position_z,position_error_x,position_error_y,position_error_z,target_velocity_x,target_velocity_y,target_velocity_z,current_velocity_x,current_velocity_y,current_velocity_z,velocity_error_x,velocity_error_y,velocity_error_z,body_command_x,body_command_y,body_command_z,yaw,yaw_rate,yaw_command,motor1_command,motor2_command,motor3_command,motor4_command,motor5_command,motor6_command
1786168193.304076195,21.850351641,0.000000000,TARGET_UPDATED,0,0.050000000,-0.023499441,2.814248779,0.233412279,0.000053176,-0.000000000,-0.089978859,-0.023552617,2.814248779,0.323391138,-0.025106599,2.999894944,0.485086692,0.000001492,-0.000000000,0.003319892,-0.025108092,2.999894944,0.481766799,-1.537183155,450.000000000,44.735720106,0.000000000,0.000000000,0.000000000,-112.115704211,112.884295789,-112.884295789,112.115704211,-22.367860053,-22.367860053
1786168193.354120731,21.900396066,0.000000000,NONE,0,0.049995696,-0.023499441,2.814248779,0.233412279,-0.000034141,0.030099919,-0.085584718,-0.023465300,2.784148859,0.318996997,-0.042045709,3.010110527,0.407951853,-0.008226115,1.164491630,0.148898175,-0.033819594,1.845618897,0.259053677,-2.289227372,450.000000000,24.697631488,-0.005571897,-0.218885996,2.635168881,-112.586485377,113.731099063,-112.413514623,111.268900937,-12.348815744,-12.348815744
1786168193.404047966,21.950323340,0.000000000,NONE,0,0.049968014,-0.023499441,2.814248779,0.233412279,-0.000144878,0.096282964,-0.076579894,-0.023354563,2.717965814,0.309992173,-0.078951178,3.019152357,0.307733391,-0.032982393,1.897698354,0.151792936,-0.045968786,1.121454002,0.155940456,-3.301242478,450.000000000,19.874663326,-0.017716585,-0.344701184,4.866666300,-112.891355956,114.541977194,-112.108644044,110.458022806,-9.937331663,-9.937331663
1786168193.454135656,22.000410965,0.000000000,TARGET_UPDATED,0,0.050085025,-0.023499441,3.814248779,0.233412279,-0.000290305,0.203400795,-0.064517621,-0.023209136,3.610847983,0.297929900,-0.130303833,3.022825484,0.212748696,-0.083537322,2.265276291,0.049733443,-0.046766511,0.757549193,0.163015253,-3.635685571,450.000000000,22.578821730,-0.036995966,-0.398166742,6.947378246,-113.327923169,115.145765954,-111.672076831,109.854234046,-11.289410865,-11.289410865
1786168193.504023314,22.050298742,0.000000000,NONE,0,0.049888956,-0.023499441,3.814248779,0.233412279,-0.000655314,0.320155505,-0.056488217,-0.022844128,3.494093273,0.289900496,-0.189219503,3.021575253,0.152886040,-0.139763561,2.366663411,-0.106703214,-0.049455942,0.654911842,0.259589255,-4.734295270,450.000000000,31.140000583,-0.056543731,-0.377670387,8.311877709,-113.394395610,115.761543245,-111.605604390,109.238456755,-15.570000292,-15.570000292
1786168193.554019213,22.100294788,0.000000000,NONE,0,0.049985817,-0.023499441,3.814248779,0.233412279,-0.001404965,0.440013600,-0.054293950,-0.022094476,3.374235179,0.287706229,-0.241955785,3.018851907,0.119306460,-0.193730732,2.389978971,-0.244220175,-0.048225053,0.628872936,0.363526635,-5.667841111,450.000000000,38.568261050,-0.074158606,-0.330599089,9.257768505,-113.397481849,116.231402404,-111.602518151,108.768597596,-19.284130525,-19.284130525
1786168193.603988171,22.150263523,0.000000000,NONE,0,0.050001606,-0.023499441,3.814248779,0.233412279,-0.002661631,0.561082078,-0.055993174,-0.020837810,3.253166700,0.289405453,-0.286109854,3.015973515,0.102444239,-0.242129944,2.395073702,-0.316711829,-0.043979910,0.620899813,0.419156068,-6.466240826,450.000000000,41.506016100,-0.089086388,-0.274999098,9.904900052,-113.359664806,116.592785220,-111.640335194,108.407214780,-20.753008050,-20.753008050
1786168193.654047012,22.200322458,0.000000000,NONE,0,0.050021823,-0.023499441,3.814248779,0.233412279,-0.004441406,0.682736932,-0.059019389,-0.019058036,3.131511847,0.292431668,-0.321445570,3.013280453,0.096048372,-0.283294518,2.397383298,-0.335934272,-0.038151052,0.615897154,0.431982645,-7.109971607,450.000000000,41.558547473,-0.101260563,-0.220504347,10.344017040,-113.308511358,116.863497162,-111.691488642,108.136502838,-20.779273736,-20.779273736
1786168193.704018831,22.250294412,0.000000000,NONE,0,0.049987546,-0.023499441,3.814248779,0.233412279,-0.006222736,0.780298706,-0.061218560,-0.017276705,3.033950072,0.294630839,-0.343561010,3.011299867,0.096723510,-0.310886273,2.399322224,-0.327380243,-0.032674737,0.611977644,0.424103753,-7.490764370,450.000000000,40.603588245,-0.109086725,-0.178361991,10.559592375,-113.267207001,117.012589186,-111.732792999,107.987410814,-20.301794122,-20.301794122
1786168193.754003286,22.300278701,0.000000000,NONE,0,0.049991210,-0.023499441,3.814248779,0.233412279,-0.008849794,0.902419639,-0.063017444,-0.014649647,2.911829140,0.296429723,-0.363960824,3.009028928,0.104815251,-0.338341680,2.401952425,-0.300919739,-0.025619144,0.607076503,0.405734991,-7.725016492,450.000000000,39.118093775,-0.116623069,-0.130381655,10.694356803,-113.242335078,117.104843324,-111.757664922,107.895156676,-19.559046887,-19.559046887
