wall_time_unix_sec,elapsed_sec,ros_time_sec,event,logger_queue_overflow,control_dt_sec,target_position_x,target_position_y,target_position_z,current_position_x,current_position_y,current_position_z,position_error_x,position_error_y,position_error_z,target_velocity_x,target_velocity_y,target_velocity_z,current_velocity_x,current_velocity_y,current_velocity_z,velocity_error_x,velocity_error_y,velocity_error_z,body_command_x,body_command_y,body_command_z,yaw,yaw_rate,yaw_command,motor1_command,motor2_command,motor3_command,motor4_command,motor5_command,motor6_command
1786021564.796017408,59.450447940,0.000000000,TARGET_UPDATED,0,0.050000000,0.500000000,-3.500000000,0.000000000,0.000298219,-0.000000000,-0.090486034,0.499701781,-3.500000000,0.090486034,0.424015947,-2.969883898,0.135729461,0.000003951,-0.000000000,0.003948826,0.424011996,-2.969883898,0.131780635,34.028044790,-450.000000000,20.227938958,0.000000000,0.000000000,0.000000000,103.127567013,-120.000000000,120.000000000,-103.127567013,-10.113969479,-10.113969479
1786021564.845907688,59.500338216,0.000000000,NONE,0,0.049885667,0.500000000,-3.500000000,0.000000000,0.002922041,-0.032461595,-0.088087583,0.497077959,-3.467538405,0.088087583,0.407954336,-2.974510864,0.057594117,0.095306020,-1.203331565,0.063998067,0.312648316,-1.771179299,-0.006403950,24.484182477,-450.000000000,7.784832482,0.006040112,0.227020216,-2.754013783,107.067457827,-119.309549065,117.932542173,-105.690450935,-3.892416241,-3.892416241
1786021564.895894766,59.550325316,0.000000000,NONE,0,0.049994321,0.500000000,-3.500000000,0.000000000,0.011013509,-0.119878551,-0.082042282,0.488986491,-3.380121449,0.082042282,0.363439669,-2.979933454,-0.055252346,0.158009810,-2.023923419,0.014506045,0.205429859,-0.956010035,-0.069758392,16.505890604,-450.000000000,4.851070846,0.022427010,0.372952978,-5.526535630,109.755161257,-118.008106559,115.244838743,-106.991893441,-2.425535423,-2.425535423
1786021564.946067095,59.600497887,0.000000000,NONE,0,0.050157386,0.500000000,-3.500000000,0.000000000,0.023059206,-0.230474490,-0.076425977,0.476940794,-3.269525510,0.076425977,0.307951992,-2.983451040,-0.131634181,0.172702840,-2.307086830,-0.094516819,0.135249152,-0.676364210,-0.037117361,11.266670492,-450.000000000,9.053017033,0.042361678,0.395190541,-7.347934240,111.520315937,-117.153651183,113.479684063,-107.846348817,-4.526508517,-4.526508517
1786021564.995927811,59.650358487,0.000000000,NONE,0,0.049866867,0.500000000,-3.500000000,0.000000000,0.037634492,-0.348237783,-0.073667601,0.462365508,-3.151762217,0.073667601,0.253123227,-2.986264633,-0.174249050,0.163887360,-2.386049932,-0.195004896,0.089235867,-0.600214702,0.020755846,7.517056720,-450.000000000,13.614441214,0.061658214,0.362840250,-8.574303643,112.764311731,-116.522840091,112.235688269,-108.477159909,-6.807220607,-6.807220607
1786021565.045903206,59.700333694,0.000000000,NONE,0,0.049981087,0.500000000,-3.500000000,0.000000000,0.053764395,-0.468001746,-0.073581010,0.446235605,-3.031998254,0.073581010,0.203797812,-2.988971171,-0.191571551,0.144999042,-2.406644647,-0.256918996,0.058798770,-0.582326525,0.065347445,4.930900827,-450.000000000,16.469101344,0.078743619,0.312919325,-9.449798136,113.629724327,-116.095174741,111.370275673,-108.904825259,-8.234550672,-8.234550672
1786021565.095887899,59.750318518,0.000000000,NONE,0,0.049991311,0.500000000,-3.500000000,0.000000000,0.070810147,-0.588273971,-0.074942855,0.429189853,-2.911726029,0.074942855,0.161742852,-2.991813928,-0.188482470,0.123032047,-2.412745309,-0.276536251,0.038710805,-0.579068619,0.088053782,3.200385806,-450.000000000,17.622782089,0.093135295,0.258783769,-10.069088579,114.217175693,-115.817368596,110.782824307,-109.182631404,-8.811391044,-8.811391044
1786021565.145851851,59.800282541,0.000000000,NONE,0,0.049951740,0.500000000,-3.500000000,0.000000000,0.088360735,-0.708605083,-0.076622848,0.411639265,-2.791394917,0.076622848,0.127535779,-2.994791215,-0.167839471,0.101851507,-2.415907015,-0.262778274,0.025684272,-0.578884200,0.094938803,2.088430660,-450.000000000,17.790732536,0.104727416,0.204892910,-10.468012300,114.594895410,-115.639110740,110.405104590,-109.360889260,-8.895366268,-8.895366268
1786021565.195912123,59.850342705,0.000000000,NONE,0,0.050062747,0.500000000,-3.500000000,0.000000000,0.102592294,-0.804815980,-0.077757870,0.397407706,-2.695184020,0.077757870,0.105803130,-2.996988227,-0.143078324,0.086882602,-2.417870231,-0.237834453,0.018920529,-0.579117996,0.094756129,1.566844940,-450.000000000,17.638834870,0.112030486,0.163086342,-10.645409312,114.769641093,-115.553063563,110.230358907,-109.446936437,-8.819417435,-8.819417435
1786021565.245957375,59.900387984,0.000000000,TARGET_UPDATED,0,0.050057455,0.500000000,-4.500000000,0.000000000,0.120505795,-0.924976167,-0.078712202,0.379494205,-3.575023833,0.078712202,-0.036402514,-3.000272531,-0.104784149,0.072493649,-2.419644245,-0.199891592,-0.108896163,-0.580628286,0.095107443,-9.120407265,-450.000000000,17.676474448,0.118866644,0.115801687,-10.731355707,117.462940743,-112.902737111,107.537059257,-112.097262889,-8.838237224,-8.838237224
1786021565.295980453,59.950411034,0.000000000,NONE,0,0.049943218,0.500000000,-4.500000000,0.000000000,0.137903231,-1.045092124,-0.079151167,0.362096769,-3.454907876,0.079151167,-0.053861456,-3.001080691,-0.068627047,0.036915584,-2.420697724,-0.161038084,-0.090777040,-0.580382967,0.092411037,-5.194510315,-450.000000000,17.429025958,0.123359094,0.072706781,-10.672124544,116.466658715,-113.869403557,108.533341285,-111.130596443,-8.714512979,-8.714512979
1786021565.345980406,60.000410960,0.000000000,NONE,0,0.050033845,0.500000000,-4.500000000,0.000000000,0.153830520,-1.165299120,-0.079210087,0.346169480,-3.334700880,0.079210087,-0.064068553,-3.001474076,-0.034141303,0.006537726,-2.421266512,-0.126396528,-0.070606279,-0.580207564,0.092255225,-4.003105855,-450.000000000,17.471302427,0.125700860,0.033877195,-10.483748563,116.121713604,-114.120160677,108.878286396,-110.879839323,-8.735651213,-8.735651213
1786021565.396006584,60.050437169,0.000000000,TARGET_UPDATED,0,0.050057863,0.500000000,-4.500000000,0.000000000,0.168803598,-1.285570722,-0.079074430,0.331196402,-3.214429278,0.079074430,-0.068460588,-3.001562385,-0.002262428,-0.012231564,-2.421734144,-0.097236328,-0.056229024,-0.579828241,0.094973900,-3.285574865,-450.000000000,17.721411507,0.126271799,0.002177580,-10.225069348,115.877661053,-114.234873621,109.122338947,-110.765126379,-8.860705754,-8.860705754
1786021565.446001053,60.100431714,0.000000000,NONE,0,0.049972199,0.500000000,-4.500000000,0.000000000,0.183039228,-1.405905274,-0.078884554,0.316960772,-3.094094726,0.078884554,-0.068375035,-3.001434781,0.026746025,-0.024147670,-2.422163074,-0.072740887,-0.044227365,-0.579271707,0.099486911,-2.613067897,-450.000000000,18.075807885,0.125492699,-0.021547405,-9.938033757,115.637775413,-114.331241465,109.362224587,-110.668758535,-9.037903942,-9.037903942
1786021565.495915890,60.150346223,0.000000000,NONE,0,0.049920357,0.500000000,-4.500000000,0.000000000,0.196689824,-1.526300673,-0.078718795,0.303310176,-2.973699327,0.078718795,-0.065213836,-3.001149466,0.052834604,-0.030859548,-2.422595994,-0.051826121,-0.034354289,-0.578553473,0.104660725,-2.043785431,-450.000000000,18.453918120,0.123818074,-0.036226665,-9.669633264,115.428354674,-114.406461958,109.571645326,-110.593538042,-9.226959060,-9.226959060
1786021565.545921087,60.200351577,0.000000000,NONE,0,0.049948923,0.500000000,-4.500000000,0.000000000,0.209894360,-1.646750015,-0.078598441,0.290105640,-2.853249985,0.078598441,-0.060408503,-3.000745583,0.076004058,-0.033790363,-2.423024709,-0.033476722,-0.026618140,-0.577720874,0.109480779,-1.594379614,-450.000000000,18.786914460,0.121708913,-0.042175969,-9.453565815,115.261986357,-114.464796550,109.738013643,-110.535203450,-9.393457230,-9.393457230
1786021565.595948696,60.250379358,0.000000000,NONE,0,0.050077575,0.500000000,-4.500000000,0.000000000,0.222770646,-1.767245700,-0.078511970,0.277229354,-2.732754300,0.078511970,-0.055192543,-3.000260008,0.096244276,-0.034362804,-2.423436150,-0.017209601,-0.020829739,-0.576823857,0.113453877,-1.258125380,-450.000000000,19.050711279,0.119559421,-0.041037069,-9.304969926,115.140773826,-114.511711137,109.859226174,-110.488288863,-9.525355639,-9.525355639
1786021565.646079779,60.300510333,0.000000000,TARGET_UPDATED,0,0.050145989,0.500000000,-5.500000000,0.000000000,0.235416236,-1.887780223,-0.078430734,0.264583764,-3.612219777,0.078430734,-0.133916720,-2.997177246,0.113293741,-0.033694617,-2.423812693,-0.002782419,-0.100222103,-0.573364553,0.116076159,-8.433189039,-450.000000000,19.210135475,0.117657347,-0.034976968,-9.225205145,116.914598546,-112.698004026,108.085401454,-112.301995974,-9.605067738,-9.605067738
